stage,judge1,judge2,cohens_kappa,observed_agreement,expected_agreement,n_participants,interpretation
stage2,Momo Kodama,Wojciech Świtała,-0.02702702702702693,0.525,0.5375,40,weak
stage1,Sa Chen,Krzysztof Jabłoński,-0.030188679245282797,0.6904761904761905,0.6995464852607709,84,weak
stage3,Nelson Goerner,Krzysztof Jabłoński,-0.03092783505154642,0.5,0.515,20,weak
stage1,Garrick Ohlsson,Dang Thai Son,-0.03907203907203881,0.6891891891891891,0.7008765522279035,74,weak
stage1,Kevin Kenner,John Rink,-0.039162727886563775,0.7654320987654321,0.7742722146014328,81,weak
stage1,Garrick Ohlsson,John Alison,-0.03960396039603951,0.7023809523809523,0.7137188208616779,84,weak
stage1,Krzysztof Jabłoński,K. Popowa-Zydroń,-0.04061470911086674,0.6962025316455697,0.7080596058323986,79,weak
stage2,Kevin Kenner,Piotr Paleczny,-0.04739336492890993,0.5641025641025641,0.5838264299802761,39,weak
stage2,Garrick Ohlsson,Piotr Paleczny,-0.04739336492890993,0.5641025641025641,0.5838264299802761,39,weak
stage2,Dang Thai Son,Momo Kodama,-0.048543689320388335,0.5,0.5231481481481481,36,weak
stage2,Krzysztof Jabłoński,Ewa Pobłocka,-0.05211726384364824,0.5526315789473685,0.5747922437673131,38,weak
stage1,John Rink,Wojciech Świtała,-0.054018445322793665,0.75,0.7628125000000001,80,weak
stage1,Garrick Ohlsson,Krzysztof Jabłoński,-0.055023923444976225,0.75,0.7630385487528345,84,weak
stage2,John Alison,Krzysztof Jabłoński,-0.05555555555555561,0.525,0.55,40,weak
stage1,Yulianna Avdeeva,Robert McDonald,-0.05863192182410378,0.6794871794871795,0.6972386587771202,78,weak
stage1,John Alison,Robert McDonald,-0.05863192182410378,0.6794871794871795,0.6972386587771202,78,weak
stage1,Garrick Ohlsson,Momo Kodama,-0.06179775280898865,0.6785714285714286,0.6972789115646258,84,weak
stage1,Akiko Ebi,K. Popowa-Zydroń,-0.06551059730250482,0.7341772151898734,0.750520749879827,79,weak
stage2,Robert McDonald,Piotr Paleczny,-0.06779661016949153,0.4857142857142857,0.5183673469387755,35,weak
stage1,Momo Kodama,Robert McDonald,-0.0718816067653282,0.6666666666666666,0.6890203813280737,78,weak
stage2,Garrick Ohlsson,Sa Chen,-0.07238605898123313,0.5,0.53375,40,weak
stage2,Garrick Ohlsson,Akiko Ebi,-0.07238605898123313,0.5,0.53375,40,weak
stage2,Dang Thai Son,K. Popowa-Zydroń,-0.0743494423791821,0.5,0.5346020761245674,34,weak
stage1,Garrick Ohlsson,Wojciech Świtała,-0.07711138310893546,0.725,0.7446875000000001,80,weak
stage2,John Alison,Piotr Paleczny,-0.08333333333333323,0.5384615384615384,0.57396449704142,39,weak
stage1,Krzysztof Jabłoński,Piotr Paleczny,-0.08609271523178805,0.7073170731707317,0.7305175490779298,82,weak
stage1,Sa Chen,K. Popowa-Zydroń,-0.08751229105211449,0.6455696202531646,0.6740906905944561,79,weak
stage2,Garrick Ohlsson,Momo Kodama,-0.09677419354838702,0.575,0.6124999999999999,40,weak
stage3,Garrick Ohlsson,Nelson Goerner,-0.09999999999999998,0.45,0.5,20,weak
stage3,Garrick Ohlsson,Yulianna Avdeeva,-0.09999999999999998,0.45,0.5,20,weak
stage3,Krzysztof Jabłoński,John Rink,-0.09999999999999998,0.45,0.5,20,weak
stage3,John Alison,Krzysztof Jabłoński,-0.09999999999999998,0.45,0.5,20,weak
stage3,Garrick Ohlsson,Akiko Ebi,-0.09999999999999998,0.45,0.5,20,weak
stage3,Yulianna Avdeeva,Kevin Kenner,-0.09999999999999998,0.45,0.5,20,weak
stage2,John Alison,Ewa Pobłocka,-0.1176470588235291,0.5526315789473685,0.5997229916897506,38,weak
stage2,Piotr Paleczny,John Rink,-0.11764705882352951,0.5128205128205128,0.5641025641025641,39,weak
stage1,Kevin Kenner,K. Popowa-Zydroń,-0.11983711460151258,0.6753246753246753,0.7100691516275932,77,weak
stage2,Dang Thai Son,Nelson Goerner,-0.12500000000000008,0.4722222222222222,0.5308641975308642,36,weak
stage2,Nelson Goerner,Wojciech Świtała,-0.1253196930946291,0.45,0.51125,40,weak
stage2,Nelson Goerner,Piotr Paleczny,-0.13278008298755184,0.46153846153846156,0.52465483234714,39,weak
stage2,Yulianna Avdeeva,Piotr Paleczny,-0.13278008298755184,0.46153846153846156,0.52465483234714,39,weak
stage1,John Alison,K. Popowa-Zydroń,-0.13759999999999994,0.6582278481012658,0.6995673770229129,79,weak
stage1,Akiko Ebi,Ewa Pobłocka,-0.14285714285714285,0.75,0.78125,80,weak
stage1,Garrick Ohlsson,Kevin Kenner,-0.16219588271990032,0.7160493827160493,0.7556774881877762,81,weak
stage2,Yulianna Avdeeva,Wojciech Świtała,-0.16751269035532987,0.425,0.5075,40,weak
stage3,Michel Beroff,Kevin Kenner,-0.19999999999999996,0.4,0.5,20,weak
stage2,Garrick Ohlsson,Dang Thai Son,-0.20382165605095526,0.4166666666666667,0.5154320987654321,36,weak
stage2,Dang Thai Son,Robert McDonald,-0.2222222222222222,0.3939393939393939,0.5041322314049587,33,weak
stage2,Garrick Ohlsson,Michel Beroff,-0.22580645161290297,0.525,0.6124999999999999,40,weak
stage2,John Alison,K. Popowa-Zydroń,-0.22941176470588254,0.42105263157894735,0.5290858725761773,38,weak
stage2,Yulianna Avdeeva,K. Popowa-Zydroń,-0.23098591549295755,0.39473684210526316,0.5083102493074791,38,weak
stage3,Akiko Ebi,Krzysztof Jabłoński,-0.23711340206185566,0.4,0.515,20,weak
stage3,Yulianna Avdeeva,Krzysztof Jabłoński,-0.23711340206185566,0.4,0.515,20,weak
stage2,Yulianna Avdeeva,Dang Thai Son,-0.24137931034482737,0.3888888888888889,0.507716049382716,36,weak
stage2,Yulianna Avdeeva,Ewa Pobłocka,-0.2740524781341107,0.39473684210526316,0.5249307479224377,38,weak
stage3,Garrick Ohlsson,Krzysztof Jabłoński,-0.30000000000000004,0.35,0.5,20,weak
stage3,Garrick Ohlsson,Michel Beroff,-0.6,0.2,0.5,20,weak
stage3,Garrick Ohlsson,Momo Kodama,-0.6,0.2,0.5,20,weak
